Step 0:    (2022-05-08 19:08:00.686273)
Step 60400:    (2022-05-09 13:33:47.350819)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    60.90182426166328 examples per second
Step 60500:    (2022-05-09 13:35:16.984726)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    55.843744649059346 examples per second
Step 60600:    (2022-05-09 13:36:48.087657)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.90198471447761 examples per second
Step 60700:    (2022-05-09 13:38:09.098718)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    61.81700336086113 examples per second
Step 60800:    (2022-05-09 13:39:39.289458)
    training nat accuracy 98.0%
    training adv accuracy 80.0%
    55.45706451692875 examples per second
Step 60900:    (2022-05-09 13:41:10.471597)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.854755759626606 examples per second
Step 61000:    (2022-05-09 13:42:33.246447)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    60.49907844675134 examples per second
Step 61100:    (2022-05-09 13:44:03.706895)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    55.29243697605501 examples per second
Step 61200:    (2022-05-09 13:45:35.061273)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.7507885998732 examples per second
Step 61300:    (2022-05-09 13:46:58.103548)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    60.29672081341116 examples per second
Step 61400:    (2022-05-09 13:48:28.076472)
    training nat accuracy 100.0%
    training adv accuracy 84.0%
    55.59090653405868 examples per second
Step 61500:    (2022-05-09 13:49:59.412613)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    54.76164036627182 examples per second
Step 61600:    (2022-05-09 13:51:22.039423)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    60.661023665649246 examples per second
Step 61700:    (2022-05-09 13:52:52.689893)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    55.175561059740716 examples per second
Step 61800:    (2022-05-09 13:54:23.724506)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.94339765684171 examples per second
Step 61900:    (2022-05-09 13:55:44.044921)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    62.34174444941649 examples per second
Step 62000:    (2022-05-09 13:57:13.496310)
    training nat accuracy 96.0%
    training adv accuracy 88.0%
    55.91393381030488 examples per second
Step 62100:    (2022-05-09 13:58:44.476267)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.97665429256673 examples per second
Step 62200:    (2022-05-09 14:00:07.748016)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    60.12950449759069 examples per second
Step 62300:    (2022-05-09 14:01:36.769819)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    56.18592188250105 examples per second
Step 62400:    (2022-05-09 14:03:08.392793)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.591210770233694 examples per second
Step 62500:    (2022-05-09 14:04:30.541626)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    60.96047462349639 examples per second
Step 62600:    (2022-05-09 14:06:01.795890)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.81034289239739 examples per second
Step 62700:    (2022-05-09 14:07:34.366291)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    54.0724960703307 examples per second
Step 62800:    (2022-05-09 14:08:57.867466)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    59.96240672655908 examples per second
Step 62900:    (2022-05-09 14:10:29.382331)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.65497133846237 examples per second
Step 63000:    (2022-05-09 14:12:01.999802)
    training nat accuracy 96.0%
    training adv accuracy 86.0%
    54.004562832692876 examples per second
Step 63100:    (2022-05-09 14:13:23.883390)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    61.15796005186531 examples per second
Step 63200:    (2022-05-09 14:14:55.113210)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.82559580657757 examples per second
Step 63300:    (2022-05-09 14:16:27.508993)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.13372106355666 examples per second
Step 63400:    (2022-05-09 14:17:49.512877)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    61.06495356779193 examples per second
Step 63500:    (2022-05-09 14:19:20.119293)
    training nat accuracy 94.0%
    training adv accuracy 94.0%
    55.20226674168957 examples per second
Step 63600:    (2022-05-09 14:20:52.361024)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.224273016087466 examples per second
Step 63700:    (2022-05-09 14:22:13.791699)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    61.48861120116402 examples per second
Step 63800:    (2022-05-09 14:23:44.344391)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    55.274102012123535 examples per second
Step 63900:    (2022-05-09 14:25:16.501462)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    54.27379237302067 examples per second
Step 64000:    (2022-05-09 14:26:38.794709)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    60.84908545757588 examples per second
Step 64100:    (2022-05-09 14:28:08.971574)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    55.463370284659774 examples per second
Step 64200:    (2022-05-09 14:29:41.261988)
    training nat accuracy 96.0%
    training adv accuracy 94.0%
    54.195798759752606 examples per second
Step 64300:    (2022-05-09 14:31:01.439211)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    62.449657142166934 examples per second
Step 64400:    (2022-05-09 14:32:32.421826)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.97403221839072 examples per second
Step 64500:    (2022-05-09 14:34:04.928977)
    training nat accuracy 92.0%
    training adv accuracy 86.0%
    54.06844770029569 examples per second
Step 64600:    (2022-05-09 14:35:25.874675)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    61.86566519895016 examples per second
Step 64700:    (2022-05-09 14:36:56.193399)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    55.377459215728976 examples per second
Step 64800:    (2022-05-09 14:38:28.649420)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.098270170764586 examples per second
Step 64900:    (2022-05-09 14:39:50.523655)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    61.22071719076532 examples per second
Step 65000:    (2022-05-09 14:41:21.711283)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    54.85001716064739 examples per second
Step 65100:    (2022-05-09 14:42:53.957124)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.221838140421696 examples per second
Step 65200:    (2022-05-09 14:44:16.563002)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    60.616031968310004 examples per second
Step 65300:    (2022-05-09 14:45:48.104043)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.638206200615215 examples per second
Step 65400:    (2022-05-09 14:47:20.508813)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.128636848500406 examples per second
Step 65500:    (2022-05-09 14:48:42.660537)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    60.95004085434013 examples per second
Step 65600:    (2022-05-09 14:50:14.372093)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.53817935920431 examples per second
Step 65700:    (2022-05-09 14:51:46.970728)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.01546463709823 examples per second
Step 65800:    (2022-05-09 14:53:11.061974)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    59.5449246071493 examples per second
Step 65900:    (2022-05-09 14:54:42.528908)
    training nat accuracy 96.0%
    training adv accuracy 86.0%
    54.68183501173691 examples per second
Step 66000:    (2022-05-09 14:56:14.879489)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    54.204187766515986 examples per second
Step 66100:    (2022-05-09 14:57:35.732527)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    61.9212194494067 examples per second
Step 66200:    (2022-05-09 14:59:07.052465)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.7712122025966 examples per second
Step 66300:    (2022-05-09 15:00:39.371871)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.178527284546625 examples per second
Step 66400:    (2022-05-09 15:02:01.986242)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    60.60853508663731 examples per second
Step 66500:    (2022-05-09 15:03:33.184537)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.84467741732736 examples per second
Step 66600:    (2022-05-09 15:05:05.221096)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.34482062137436 examples per second
Step 66700:    (2022-05-09 15:06:25.976244)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    62.014018116344076 examples per second
Step 66800:    (2022-05-09 15:07:56.578910)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    55.20416160977751 examples per second
Step 66900:    (2022-05-09 15:09:28.561115)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.37743478890926 examples per second
Step 67000:    (2022-05-09 15:10:50.938718)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    60.78869736386472 examples per second
Step 67100:    (2022-05-09 15:12:21.170496)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    55.47621346435338 examples per second
Step 67200:    (2022-05-09 15:13:53.400728)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.230221299689795 examples per second
Step 67300:    (2022-05-09 15:15:14.728318)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    61.56813830884381 examples per second
Step 67400:    (2022-05-09 15:16:46.183372)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.69059078784141 examples per second
Step 67500:    (2022-05-09 15:18:18.429365)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    54.22261360523093 examples per second
Step 67600:    (2022-05-09 15:19:40.664029)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    60.87719130740914 examples per second
Step 67700:    (2022-05-09 15:21:12.360349)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.546208446089445 examples per second
Step 67800:    (2022-05-09 15:22:45.271227)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    53.83360044423695 examples per second
Step 67900:    (2022-05-09 15:24:08.042333)
    training nat accuracy 96.0%
    training adv accuracy 88.0%
    60.50393057429149 examples per second
Step 68000:    (2022-05-09 15:25:39.648620)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    54.59959654383602 examples per second
Step 68100:    (2022-05-09 15:27:11.917043)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    54.208254716484326 examples per second
Step 68200:    (2022-05-09 15:28:33.631757)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    61.338293622758734 examples per second
Step 68300:    (2022-05-09 15:30:04.875569)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.81675217024905 examples per second
Step 68400:    (2022-05-09 15:31:33.571575)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    56.39341441372965 examples per second
Step 68500:    (2022-05-09 15:32:56.732573)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    60.221076160889105 examples per second
Step 68600:    (2022-05-09 15:34:28.034319)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.78187959553451 examples per second
Step 68700:    (2022-05-09 15:36:00.368315)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.170077724732735 examples per second
Step 68800:    (2022-05-09 15:37:23.270854)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    60.403682489178806 examples per second
Step 68900:    (2022-05-09 15:38:54.361886)
    training nat accuracy 100.0%
    training adv accuracy 98.0%
    54.91350912843065 examples per second
Step 69000:    (2022-05-09 15:40:26.618893)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    54.21542645670221 examples per second
Step 69100:    (2022-05-09 15:41:51.133144)
    training nat accuracy 96.0%
    training adv accuracy 90.0%
    59.241930517016925 examples per second
Step 69200:    (2022-05-09 15:43:23.351606)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    54.23705580127893 examples per second
Step 69300:    (2022-05-09 15:44:55.881891)
    training nat accuracy 96.0%
    training adv accuracy 90.0%
    54.0933427063529 examples per second
Step 69400:    (2022-05-09 15:46:20.852063)
    training nat accuracy 98.0%
